heron,kansas,july 09
vulture,maine,april 08
stork,maine,november 01
bald eagle,kentucky,july 23
common teal,maine,july 02
shoebill,kansas,september 05
shoebill,missouri,october 25
common teal,michigan,august 04
flamingo,maine,june 19
bald eagle,missouri,may 25
long-tailed duck,kansas,september 29
vulture,new york,june 17
flamingo,michigan,october 31
stork,michigan,july 12
heron,michigan,september 01
stork,michigan,july 12
albatross,kansas,july 02
flamingo,missouri,july 31
shoebill,kansas,september 06
albatross,new york,august 20
common teal,new york,july 26
stork,new york,august 02
long-tailed duck,new york,july 20
long-tailed duck,new york,june 13
heron,maine,april 18
long-tailed duck,new york,august 01
stork,kansas,september 07
stork,missouri,july 02
heron,kentucky,june 29
flamingo,missouri,april 26
bald eagle,michigan,may 06
albatross,maine,august 21
little grebe,maine,july 29
little grebe,maine,september 27
long-tailed duck,new york,july 17
flamingo,maine,september 01
little grebe,kansas,september 10
heron,missouri,august 06
bald eagle,kentucky,august 10
common teal,kentucky,june 21
albatross,michigan,june 05
vulture,kansas,august 13
bald eagle,michigan,september 04
vulture,maine,june 18
long-tailed duck,maine,may 09
common teal,kansas,june 25
flamingo,missouri,october 02
vulture,missouri,june 19
albatross,michigan,june 17
heron,missouri,june 22
common teal,new york,november 12
little grebe,kentucky,september 30
heron,kentucky,october 06
flamingo,kentucky,august 31
flamingo,kansas,july 20
common teal,kentucky,july 24
long-tailed duck,missouri,september 16
vulture,missouri,june 09
heron,kansas,november 17
little grebe,kansas,october 30
long-tailed duck,new york,august 15
bald eagle,kansas,august 24
vulture,maine,september 15
heron,kansas,september 24
common teal,maine,september 01
common teal,michigan,june 03
stork,missouri,may 01
heron,maine,august 30
heron,maine,october 02
vulture,kansas,july 12
flamingo,missouri,july 30
flamingo,missouri,july 07
albatross,kentucky,september 13
long-tailed duck,kansas,may 27
stork,maine,june 12
stork,new york,may 17
flamingo,maine,may 26
common teal,new york,june 20
shoebill,michigan,june 19
long-tailed duck,kansas,april 25
stork,michigan,august 16
stork,maine,july 06
flamingo,maine,august 10
albatross,missouri,october 09
long-tailed duck,new york,september 10
albatross,missouri,august 12
albatross,kentucky,july 29
vulture,missouri,june 22
albatross,new york,june 27
bald eagle,maine,august 20
flamingo,missouri,june 06
common teal,missouri,august 11
albatross,new york,august 16
vulture,kansas,july 25
vulture,missouri,august 28
common teal,michigan,may 07
shoebill,michigan,july 31
shoebill,missouri,july 02
bald eagle,maine,august 20
vulture,michigan,june 05
albatross,kansas,july 14
flamingo,kansas,july 29
heron,missouri,june 27
common teal,maine,june 26
common teal,missouri,may 20
long-tailed duck,kentucky,june 08
stork,michigan,august 08
heron,new york,june 17
long-tailed duck,new york,august 30
flamingo,michigan,july 09
bald eagle,missouri,may 08
long-tailed duck,kansas,june 13
little grebe,maine,august 23
vulture,kansas,september 13
albatross,michigan,october 25
vulture,new york,september 02
shoebill,kansas,may 12
shoebill,new york,september 21
bald eagle,kansas,august 09
stork,kentucky,july 02
heron,kentucky,june 13
bald eagle,new york,august 26
albatross,kansas,may 31
bald eagle,missouri,july 22
albatross,missouri,october 17
heron,kentucky,august 20
vulture,missouri,july 10
stork,kansas,july 17
bald eagle,michigan,august 05
long-tailed duck,kentucky,october 10
heron,new york,july 31
stork,kansas,april 22
flamingo,missouri,may 10
stork,maine,october 29
vulture,maine,july 29
common teal,michigan,july 16
stork,missouri,june 13
heron,kentucky,june 30
albatross,kentucky,september 16
bald eagle,kentucky,june 02
shoebill,kansas,september 04
vulture,maine,april 28
bald eagle,maine,june 21
heron,missouri,june 18
vulture,michigan,may 31
heron,kentucky,june 13
bald eagle,michigan,july 19
albatross,new york,july 27
bald eagle,michigan,july 22
long-tailed duck,new york,may 20
bald eagle,missouri,july 31
stork,kansas,july 06
shoebill,kentucky,august 12
flamingo,kentucky,september 04
heron,missouri,september 07
shoebill,maine,august 23
shoebill,michigan,august 05
stork,maine,august 06
little grebe,maine,july 15
albatross,kentucky,september 30
long-tailed duck,new york,june 15
shoebill,kentucky,july 18
vulture,new york,june 16
long-tailed duck,michigan,september 15
heron,kansas,june 30
common teal,michigan,may 04
common teal,kentucky,september 02
stork,kansas,october 25
shoebill,new york,july 09
shoebill,kansas,july 03
heron,kansas,september 08
flamingo,kansas,september 04
stork,kentucky,may 20
little grebe,maine,august 20
vulture,missouri,july 06
heron,maine,august 26
vulture,kentucky,may 30
shoebill,kentucky,september 05
common teal,michigan,june 11
flamingo,missouri,june 23
stork,kansas,june 26
heron,michigan,september 04
vulture,michigan,september 25
flamingo,new york,october 04
vulture,kentucky,june 13
vulture,missouri,june 08
vulture,michigan,july 13
bald eagle,missouri,september 05
little grebe,kentucky,may 15
long-tailed duck,new york,july 29
stork,maine,july 30
stork,kentucky,september 08
albatross,michigan,august 11
albatross,kansas,july 27
stork,michigan,august 19
albatross,kentucky,july 12
flamingo,maine,august 13
long-tailed duck,kansas,august 10
bald eagle,michigan,may 27
vulture,kansas,september 05
shoebill,missouri,august 11
bald eagle,new york,october 03
stork,kansas,july 05
long-tailed duck,michigan,august 11
albatross,new york,august 17
long-tailed duck,kansas,may 18
bald eagle,kentucky,june 04
common teal,kansas,june 30
heron,missouri,july 10
heron,kentucky,september 17
bald eagle,new york,may 21
little grebe,maine,september 10
vulture,new york,may 07
long-tailed duck,new york,june 28
little grebe,kentucky,june 07
albatross,missouri,april 03
long-tailed duck,missouri,september 20
heron,michigan,august 19
shoebill,missouri,april 25
heron,kansas,august 14
stork,missouri,july 26
albatross,michigan,may 29
stork,kansas,june 28
flamingo,new york,september 01
heron,kansas,july 14
vulture,kentucky,june 12
flamingo,kansas,may 02
little grebe,new york,september 18
heron,michigan,november 10
little grebe,missouri,july 07
flamingo,missouri,february 25
shoebill,maine,september 09
common teal,kentucky,august 23
heron,kentucky,july 01
stork,kentucky,september 18
long-tailed duck,new york,september 11
little grebe,missouri,july 24
common teal,new york,june 10
flamingo,new york,september 28
long-tailed duck,michigan,june 04
common teal,kentucky,june 01
common teal,missouri,september 17
little grebe,kentucky,july 07
albatross,new york,june 11
albatross,maine,april 29
stork,maine,july 10
stork,new york,july 15
stork,kansas,june 20
little grebe,kentucky,july 13
stork,new york,august 17
bald eagle,missouri,may 18
bald eagle,kentucky,july 04
bald eagle,new york,may 05
little grebe,missouri,august 25
common teal,missouri,may 29
little grebe,kentucky,september 16
heron,new york,october 18
long-tailed duck,new york,july 03
heron,missouri,july 25
stork,maine,july 25
stork,new york,september 22
shoebill,kansas,august 22
shoebill,michigan,august 22
stork,michigan,august 28
long-tailed duck,maine,august 09
common teal,kentucky,september 05
flamingo,maine,august 16
long-tailed duck,kentucky,august 03
flamingo,kansas,september 15
bald eagle,maine,august 14
albatross,kentucky,september 28
long-tailed duck,missouri,june 26
bald eagle,michigan,september 13
vulture,missouri,july 04
albatross,new york,august 04
shoebill,maine,may 31
little grebe,kentucky,august 18
stork,maine,august 08
vulture,new york,july 26
bald eagle,kentucky,july 22
bald eagle,michigan,august 09
flamingo,maine,september 03
little grebe,maine,august 26
heron,missouri,september 06
common teal,kentucky,june 27
common teal,kansas,may 09
vulture,maine,june 11
albatross,kentucky,june 25
flamingo,new york,august 17
common teal,new york,july 13
bald eagle,new york,august 03
little grebe,missouri,june 27
little grebe,michigan,august 07
little grebe,kansas,july 10
long-tailed duck,kentucky,may 11
little grebe,kentucky,june 13
common teal,kentucky,august 31
shoebill,michigan,august 12
albatross,maine,july 27
long-tailed duck,kentucky,july 09
stork,missouri,august 07
bald eagle,new york,august 11
heron,kentucky,april 02
long-tailed duck,kentucky,july 10
little grebe,maine,january 23
heron,kansas,august 03
heron,maine,september 12
shoebill,maine,october 07
flamingo,kentucky,september 24
albatross,kansas,august 02
heron,kentucky,july 16
long-tailed duck,kansas,july 23
vulture,michigan,september 22
bald eagle,maine,may 31
vulture,kentucky,september 22
heron,missouri,september 26
flamingo,missouri,march 10
albatross,maine,june 28
albatross,missouri,august 04
vulture,missouri,july 29
heron,kansas,october 13
flamingo,new york,april 30
long-tailed duck,missouri,august 07
vulture,kentucky,june 17
heron,maine,april 15
long-tailed duck,kansas,august 21
albatross,maine,october 28
albatross,kansas,december 08
stork,kentucky,august 25
heron,new york,august 06
stork,kentucky,august 10
heron,new york,may 28
vulture,kansas,august 13
stork,michigan,july 19
little grebe,michigan,may 17
flamingo,kansas,september 27
vulture,kansas,july 10
flamingo,maine,july 25
albatross,new york,may 09
long-tailed duck,missouri,august 26
shoebill,kansas,june 23
little grebe,michigan,june 07
long-tailed duck,michigan,may 13
vulture,kentucky,july 20
flamingo,michigan,may 25
bald eagle,michigan,july 17
heron,kansas,august 02
heron,kentucky,july 17
vulture,michigan,april 25
little grebe,kentucky,april 11
common teal,michigan,may 22
heron,kentucky,september 09
flamingo,new york,august 21
stork,missouri,august 21
long-tailed duck,maine,october 30
flamingo,michigan,july 07
bald eagle,new york,august 25
long-tailed duck,kansas,march 24
common teal,new york,march 29
heron,new york,july 20
stork,kentucky,july 13
long-tailed duck,michigan,september 29
little grebe,new york,september 14
flamingo,michigan,august 29
bald eagle,missouri,july 14
stork,maine,may 31
bald eagle,kansas,may 19
vulture,new york,september 28
shoebill,michigan,may 22
little grebe,michigan,july 16
little grebe,missouri,july 02
albatross,kansas,june 24
albatross,maine,september 15
vulture,missouri,june 30
little grebe,missouri,may 03
stork,kansas,june 29
long-tailed duck,michigan,october 19
long-tailed duck,new york,july 04
little grebe,maine,june 14
long-tailed duck,missouri,september 20
heron,missouri,may 09
common teal,kansas,july 13
heron,maine,may 13
shoebill,missouri,july 05
shoebill,michigan,may 26
vulture,maine,october 04
albatross,missouri,may 23
stork,kansas,may 04
vulture,missouri,june 24
stork,michigan,september 04
heron,kentucky,july 28
heron,new york,august 25
bald eagle,missouri,june 18
shoebill,kentucky,july 30
heron,kansas,july 04
albatross,missouri,may 11
little grebe,maine,june 12
common teal,kentucky,june 21
shoebill,new york,june 22
heron,maine,august 26
flamingo,kentucky,may 16
bald eagle,maine,october 26
vulture,maine,september 04
shoebill,michigan,july 18
long-tailed duck,new york,june 15
flamingo,maine,june 28
vulture,michigan,july 24
vulture,missouri,august 27
bald eagle,missouri,september 06
bald eagle,michigan,july 27
common teal,michigan,august 20
common teal,maine,july 03
stork,new york,august 04
long-tailed duck,kentucky,june 04
stork,kentucky,april 11
vulture,michigan,may 09
long-tailed duck,new york,june 06
shoebill,michigan,june 13
heron,michigan,august 09
albatross,kansas,june 07
flamingo,michigan,may 23
shoebill,maine,july 22
stork,kansas,june 03
long-tailed duck,new york,august 18
long-tailed duck,kansas,july 30
heron,michigan,may 27
flamingo,kansas,october 13
bald eagle,missouri,july 03
vulture,missouri,june 14
flamingo,kentucky,june 27
albatross,maine,june 30
heron,kentucky,july 24
shoebill,kansas,august 25
long-tailed duck,maine,may 25
vulture,kentucky,may 19
little grebe,new york,october 28
flamingo,michigan,june 18
heron,kentucky,october 15
long-tailed duck,missouri,april 21
little grebe,maine,august 05
flamingo,kentucky,august 02
shoebill,kentucky,june 19
long-tailed duck,kansas,july 04
long-tailed duck,kansas,july 03
stork,kansas,june 17
heron,kentucky,may 12
shoebill,michigan,may 09
flamingo,missouri,june 12
long-tailed duck,maine,august 28
stork,maine,june 29
little grebe,kansas,july 26
long-tailed duck,kansas,april 29
heron,kentucky,may 15
little grebe,kansas,may 05
little grebe,kentucky,july 07
heron,missouri,june 15
vulture,kansas,june 09
stork,maine,october 07
albatross,missouri,june 12
little grebe,kentucky,september 24
flamingo,michigan,july 28
little grebe,missouri,june 27
shoebill,michigan,may 23
heron,kentucky,august 16
little grebe,kentucky,july 22
flamingo,kentucky,august 15
long-tailed duck,kentucky,june 27
common teal,maine,june 21
bald eagle,missouri,july 22
heron,michigan,october 08
shoebill,missouri,june 26
stork,maine,september 22
little grebe,maine,august 18
bald eagle,new york,august 03
vulture,new york,june 23
long-tailed duck,missouri,august 20
vulture,kansas,july 11
stork,maine,august 09
long-tailed duck,maine,april 26
common teal,missouri,october 01
common teal,kentucky,july 18
flamingo,maine,august 09
stork,michigan,august 22
little grebe,maine,july 04
bald eagle,missouri,july 22
flamingo,missouri,may 27
stork,kentucky,may 01
albatross,missouri,may 28
bald eagle,kentucky,october 03
shoebill,maine,june 28
flamingo,michigan,august 26
long-tailed duck,kentucky,june 12
stork,new york,october 19
little grebe,maine,may 27
flamingo,missouri,july 03
shoebill,maine,june 15
long-tailed duck,kansas,may 27
shoebill,maine,june 03
stork,kentucky,august 02
albatross,missouri,july 30
flamingo,missouri,may 30
bald eagle,new york,august 18
common teal,kentucky,october 19
heron,missouri,september 19
bald eagle,maine,august 24
albatross,michigan,june 28
shoebill,new york,august 27
little grebe,kansas,june 27
heron,maine,august 13
bald eagle,kansas,may 06
little grebe,new york,august 23
bald eagle,michigan,september 05
heron,kentucky,november 30
little grebe,kentucky,june 19
long-tailed duck,missouri,august 29
vulture,kansas,june 24
albatross,maine,august 02
shoebill,michigan,july 15
bald eagle,new york,may 21
little grebe,kentucky,may 26
common teal,missouri,june 20
long-tailed duck,kentucky,august 03
heron,kansas,march 18
long-tailed duck,kansas,october 11
long-tailed duck,michigan,july 03
vulture,kentucky,april 19
stork,new york,august 11
common teal,new york,september 26
common teal,new york,july 22
albatross,kansas,july 19
albatross,kansas,july 16
bald eagle,maine,september 20
albatross,michigan,june 14
long-tailed duck,kentucky,may 08
long-tailed duck,new york,august 15
albatross,maine,july 20
long-tailed duck,maine,may 25
bald eagle,maine,september 09
albatross,missouri,june 06
long-tailed duck,kansas,may 26
little grebe,new york,august 18
albatross,kansas,march 24
little grebe,missouri,july 16
bald eagle,kansas,october 08
albatross,kentucky,may 09
flamingo,kentucky,june 18
bald eagle,michigan,july 14
albatross,michigan,july 04
heron,kentucky,july 31
heron,new york,july 22
bald eagle,new york,september 16
bald eagle,michigan,august 30
heron,new york,october 14
long-tailed duck,maine,august 08
common teal,missouri,august 26
little grebe,maine,july 18
shoebill,maine,september 24
shoebill,michigan,april 22
shoebill,maine,april 12
common teal,michigan,july 29
heron,missouri,june 28
shoebill,kansas,july 08
albatross,kentucky,july 18
bald eagle,maine,august 10
bald eagle,kansas,july 17
flamingo,kansas,august 14
little grebe,kansas,august 03
common teal,kansas,august 21
heron,kansas,may 17
common teal,kansas,march 24
vulture,maine,august 12
bald eagle,michigan,june 03
long-tailed duck,michigan,june 26
albatross,michigan,july 14
heron,maine,may 30
vulture,michigan,august 31
bald eagle,michigan,may 16
flamingo,kansas,june 13
heron,new york,september 01
flamingo,michigan,july 02
flamingo,kansas,august 09
heron,michigan,may 20
stork,michigan,july 04
flamingo,kansas,october 22
long-tailed duck,kentucky,july 21
shoebill,kentucky,july 14
little grebe,kentucky,august 02
long-tailed duck,new york,july 04
bald eagle,kentucky,september 19
long-tailed duck,kansas,march 29
vulture,michigan,april 26
flamingo,kentucky,august 16
albatross,missouri,august 04
albatross,michigan,september 22
stork,kentucky,july 15
long-tailed duck,kansas,april 13
vulture,kansas,june 03
flamingo,missouri,august 12
stork,maine,august 20
bald eagle,new york,september 21
heron,missouri,may 07
common teal,missouri,june 07
common teal,michigan,june 09
stork,missouri,july 04
common teal,new york,may 17
vulture,new york,september 02
bald eagle,new york,may 04
little grebe,maine,october 29
vulture,michigan,august 27
common teal,michigan,july 11
bald eagle,missouri,august 17
albatross,new york,march 19
flamingo,new york,august 07
heron,missouri,june 04
vulture,new york,august 15
flamingo,michigan,june 06
shoebill,new york,september 11
stork,kentucky,october 22
shoebill,kansas,july 05
little grebe,kentucky,august 07
long-tailed duck,kentucky,august 02
bald eagle,maine,may 31
vulture,kentucky,march 16
long-tailed duck,new york,april 22
flamingo,missouri,august 06
long-tailed duck,michigan,july 12
vulture,michigan,august 14
heron,kentucky,july 20
common teal,kentucky,july 07
bald eagle,michigan,july 28
little grebe,kentucky,july 10
stork,kentucky,june 22
flamingo,missouri,august 28
little grebe,kansas,july 23
common teal,michigan,november 13
bald eagle,new york,june 13
long-tailed duck,maine,july 22
common teal,new york,august 17
shoebill,kansas,september 11
bald eagle,maine,july 29
stork,kansas,june 20
shoebill,kansas,september 29
little grebe,new york,july 02
shoebill,new york,august 06
long-tailed duck,kentucky,october 10
stork,kansas,july 03
bald eagle,michigan,august 12
long-tailed duck,maine,july 19
bald eagle,michigan,may 09
little grebe,maine,october 02
stork,missouri,august 01
little grebe,maine,august 08
heron,kentucky,june 06
shoebill,kansas,september 02
shoebill,michigan,july 23
common teal,missouri,november 12
bald eagle,kentucky,july 15
long-tailed duck,kentucky,august 17
common teal,new york,june 18
common teal,missouri,august 05
shoebill,maine,june 23
long-tailed duck,maine,may 01
vulture,kentucky,july 16
flamingo,new york,october 17
albatross,kansas,june 27
heron,missouri,may 12
shoebill,maine,june 28
little grebe,kentucky,july 16
albatross,missouri,october 04
stork,missouri,may 05
vulture,maine,june 09
bald eagle,new york,august 27
shoebill,maine,august 07
little grebe,new york,august 24
vulture,kansas,april 21
common teal,kentucky,august 15
bald eagle,michigan,june 25
heron,michigan,august 15
long-tailed duck,maine,september 08
long-tailed duck,michigan,september 03
heron,kansas,june 04
shoebill,kansas,june 22
common teal,michigan,may 18
little grebe,kansas,june 25
long-tailed duck,kentucky,august 31
albatross,michigan,july 17
long-tailed duck,kentucky,august 20
albatross,kansas,june 30
stork,kentucky,june 28
stork,kentucky,july 21
albatross,michigan,may 25
bald eagle,missouri,july 28
shoebill,kentucky,june 13
stork,missouri,august 07
albatross,new york,july 13
common teal,maine,september 05
flamingo,missouri,july 22
shoebill,kentucky,june 01
long-tailed duck,kansas,july 22
long-tailed duck,kentucky,july 26
vulture,maine,june 19
little grebe,missouri,august 09
flamingo,new york,march 21
vulture,maine,june 26
common teal,new york,july 16
long-tailed duck,missouri,june 21
albatross,missouri,june 01
heron,kentucky,may 14
flamingo,missouri,august 11
heron,kansas,june 16
flamingo,kentucky,september 13
flamingo,kentucky,june 06
flamingo,kentucky,may 07
heron,michigan,july 23
stork,michigan,june 25
little grebe,missouri,may 05
common teal,kentucky,june 10
long-tailed duck,missouri,august 13
flamingo,kansas,july 26
vulture,missouri,august 14
heron,michigan,august 16
common teal,missouri,may 02
stork,michigan,may 31
common teal,kansas,april 25
stork,missouri,july 17
stork,maine,june 23
vulture,kansas,july 19
bald eagle,kentucky,august 23
vulture,missouri,october 14
shoebill,missouri,july 12
stork,michigan,july 09
common teal,michigan,august 19
little grebe,new york,july 06
bald eagle,missouri,july 12
little grebe,kansas,august 05
little grebe,kansas,april 17
shoebill,kansas,may 05
albatross,kentucky,july 28
common teal,new york,september 29
common teal,new york,july 09
bald eagle,kansas,july 03
heron,maine,july 03
vulture,kansas,june 19
albatross,maine,july 02
long-tailed duck,kansas,july 20
flamingo,missouri,june 28
heron,new york,june 29
albatross,maine,may 29
little grebe,new york,july 03
heron,kentucky,august 21
long-tailed duck,michigan,june 28
stork,new york,august 22
shoebill,kansas,june 13
albatross,missouri,august 06
flamingo,maine,june 30
long-tailed duck,missouri,may 24
long-tailed duck,missouri,july 26
little grebe,maine,august 04
flamingo,kentucky,september 21
little grebe,kentucky,april 23
heron,kentucky,april 06
common teal,kansas,july 28
long-tailed duck,maine,august 18
bald eagle,kentucky,august 06
albatross,kansas,july 22
vulture,maine,may 10
little grebe,maine,june 17
vulture,kentucky,april 01
little grebe,michigan,may 12
common teal,kansas,august 07
common teal,michigan,july 20
vulture,michigan,august 02
flamingo,missouri,july 21
long-tailed duck,new york,february 25
heron,kansas,october 31
common teal,missouri,august 07
vulture,new york,november 03
vulture,michigan,august 12
common teal,new york,may 17
albatross,maine,july 06
vulture,michigan,august 19
albatross,kansas,july 15
stork,kansas,may 21
little grebe,michigan,june 03
albatross,maine,august 01
bald eagle,missouri,october 24
albatross,maine,september 17
albatross,new york,april 27
albatross,missouri,september 21
common teal,kansas,august 31
common teal,kentucky,july 06
albatross,missouri,july 24
bald eagle,new york,october 24
long-tailed duck,new york,september 06
shoebill,new york,november 13
heron,maine,july 22
stork,michigan,october 14
little grebe,michigan,april 29
bald eagle,missouri,july 22
heron,new york,june 18
heron,michigan,august 06
vulture,kansas,june 06
vulture,new york,may 09
common teal,missouri,july 08
vulture,new york,june 13
flamingo,missouri,august 19
bald eagle,kansas,july 04
little grebe,kentucky,july 08
vulture,kansas,july 11
common teal,maine,september 16
heron,michigan,september 03
common teal,kentucky,september 03
vulture,missouri,september 28
bald eagle,kansas,september 21
stork,missouri,july 20
heron,kansas,november 11
little grebe,maine,june 17
little grebe,new york,october 03
vulture,maine,june 28
long-tailed duck,maine,august 06
bald eagle,michigan,june 10
little grebe,michigan,may 05
little grebe,kansas,july 08
common teal,new york,october 10
common teal,new york,august 06
long-tailed duck,michigan,july 11
albatross,new york,december 25
common teal,kansas,september 03
vulture,michigan,june 02
vulture,maine,august 20
common teal,missouri,september 04
flamingo,kansas,september 15
flamingo,new york,june 25
heron,kansas,august 14
common teal,maine,september 02
vulture,kentucky,october 18
heron,michigan,august 26
bald eagle,michigan,july 15
bald eagle,maine,july 10
vulture,missouri,july 12
long-tailed duck,kansas,september 28
shoebill,maine,november 10
flamingo,kentucky,may 29
little grebe,kentucky,august 09
flamingo,new york,june 15
common teal,kansas,september 22
heron,michigan,july 18
heron,kansas,may 05
vulture,new york,august 05
bald eagle,missouri,august 21
flamingo,maine,may 13
long-tailed duck,missouri,june 27
little grebe,kansas,july 19
albatross,michigan,september 25
stork,kansas,april 21
vulture,maine,july 29
long-tailed duck,new york,august 30
albatross,missouri,june 19
common teal,kentucky,july 14
albatross,new york,july 16
little grebe,new york,september 07
heron,kansas,november 06
common teal,kansas,june 05
bald eagle,new york,june 04
long-tailed duck,michigan,june 15
flamingo,new york,may 11
bald eagle,new york,july 20
little grebe,missouri,april 28
albatross,michigan,july 28
shoebill,kansas,august 10
vulture,michigan,june 13
shoebill,maine,june 03
bald eagle,new york,july 12
heron,kansas,may 09
heron,kentucky,july 05
bald eagle,kentucky,august 22
heron,kansas,june 29
heron,maine,july 02
stork,maine,november 18
vulture,missouri,april 14
little grebe,michigan,august 08
albatross,maine,july 10
shoebill,kansas,august 17
albatross,michigan,july 13
long-tailed duck,new york,july 09
vulture,maine,august 05
long-tailed duck,missouri,june 17
little grebe,missouri,july 21
heron,michigan,june 10
bald eagle,new york,june 01
heron,kentucky,june 16
flamingo,kansas,august 10
long-tailed duck,maine,july 09
little grebe,kentucky,july 16
little grebe,kentucky,september 09
vulture,missouri,june 14
long-tailed duck,missouri,june 28
vulture,michigan,june 08
common teal,kansas,june 20
little grebe,kentucky,may 21
heron,kansas,august 21
albatross,maine,august 14
albatross,michigan,july 24
heron,kansas,june 29
flamingo,new york,june 22
bald eagle,michigan,august 25
albatross,new york,august 09
heron,michigan,september 20
vulture,kentucky,may 16
little grebe,new york,july 21
bald eagle,michigan,july 05
long-tailed duck,new york,july 22
heron,missouri,august 16
heron,kansas,june 25
heron,kentucky,may 29
stork,kentucky,august 21
vulture,maine,may 31
bald eagle,missouri,june 18
shoebill,maine,june 13
little grebe,new york,october 08
little grebe,michigan,may 11
shoebill,kansas,august 25
little grebe,maine,july 30
common teal,new york,may 14
heron,kansas,july 11
shoebill,missouri,august 14
vulture,michigan,august 25
long-tailed duck,kansas,july 12
bald eagle,new york,june 25
little grebe,missouri,may 05
heron,michigan,july 25
heron,michigan,july 15
bald eagle,kentucky,august 11
stork,kentucky,june 19
vulture,new york,october 23
bald eagle,missouri,july 14
vulture,kentucky,august 10
shoebill,kansas,july 30
stork,michigan,december 08
little grebe,new york,august 01
common teal,michigan,june 08
little grebe,michigan,august 02
albatross,new york,june 25
stork,maine,may 17
shoebill,missouri,september 08
stork,kentucky,june 18
flamingo,new york,june 19
heron,maine,october 25
common teal,new york,september 15
albatross,maine,september 11
heron,new york,september 05
common teal,new york,august 17
bald eagle,michigan,august 07
albatross,kentucky,september 21
stork,new york,july 10
stork,maine,august 31
albatross,michigan,july 07
common teal,michigan,september 24
vulture,new york,july 18
common teal,kansas,june 30
bald eagle,maine,april 25
bald eagle,kansas,may 31
albatross,michigan,december 15
heron,michigan,april 14
flamingo,maine,august 13
shoebill,missouri,july 17
common teal,maine,may 22
heron,michigan,august 07
vulture,kentucky,june 09
stork,maine,july 16
albatross,missouri,july 28
little grebe,kentucky,july 10
heron,maine,may 01
long-tailed duck,new york,june 08
shoebill,kansas,may 31
stork,michigan,may 24
heron,michigan,august 21
shoebill,kansas,july 21
albatross,kansas,september 23
long-tailed duck,missouri,may 30
flamingo,kentucky,september 07
vulture,michigan,june 29
heron,michigan,july 09
flamingo,missouri,july 21
heron,new york,september 21
little grebe,kansas,june 20
little grebe,michigan,june 13
vulture,missouri,june 12
stork,maine,october 13
albatross,michigan,june 18
stork,new york,july 05
heron,kansas,august 03
little grebe,new york,august 13
bald eagle,kansas,june 02
albatross,kentucky,july 07
heron,maine,september 06
common teal,maine,september 04
albatross,missouri,july 16
common teal,new york,july 27
bald eagle,kansas,july 24
shoebill,michigan,august 09
albatross,missouri,july 17
flamingo,maine,october 20
common teal,maine,may 08
shoebill,kansas,may 04
flamingo,missouri,may 03
stork,new york,september 15
long-tailed duck,new york,july 16
bald eagle,michigan,may 30
stork,maine,october 05
albatross,maine,july 25
long-tailed duck,kansas,june 04
little grebe,missouri,may 06
flamingo,kansas,july 31
flamingo,michigan,july 29
common teal,kentucky,july 27
long-tailed duck,maine,august 13
little grebe,maine,july 30
shoebill,missouri,october 09
albatross,kansas,june 03
little grebe,kansas,august 08
heron,michigan,september 10
long-tailed duck,new york,october 19
long-tailed duck,michigan,july 01
vulture,michigan,may 09
stork,kentucky,october 29
flamingo,kentucky,july 03
albatross,kansas,may 19
stork,missouri,july 08
shoebill,new york,may 06
common teal,missouri,july 17
stork,kansas,july 11
shoebill,michigan,june 20
common teal,maine,may 08
bald eagle,missouri,october 02
stork,missouri,june 03
heron,kansas,june 20
long-tailed duck,kansas,august 28
long-tailed duck,maine,august 15
shoebill,michigan,august 10
bald eagle,kentucky,july 19
common teal,michigan,april 11
vulture,kansas,september 11
long-tailed duck,missouri,may 25
albatross,new york,june 27
shoebill,kansas,august 10
albatross,maine,september 19
stork,kansas,may 20
stork,kentucky,may 23
flamingo,maine,august 19
heron,michigan,july 12
flamingo,maine,june 18
albatross,missouri,june 26
albatross,kansas,july 10
flamingo,new york,june 04
long-tailed duck,new york,june 30
common teal,maine,july 02
vulture,michigan,june 09
stork,kentucky,november 12
albatross,maine,october 23
long-tailed duck,kentucky,november 05
common teal,maine,june 14
albatross,kentucky,may 31
bald eagle,kentucky,july 03
vulture,maine,july 23
stork,kentucky,november 12
stork,kentucky,november 06
vulture,new york,july 12
vulture,maine,june 14
long-tailed duck,michigan,june 27
stork,kansas,may 17
flamingo,missouri,july 28
shoebill,new york,september 30
vulture,missouri,september 19
flamingo,kentucky,august 30
common teal,kentucky,july 25
bald eagle,missouri,july 14
vulture,new york,september 08
heron,missouri,may 12
shoebill,new york,august 13
long-tailed duck,kansas,october 02
shoebill,michigan,july 11
heron,maine,august 19
flamingo,kansas,may 21
vulture,maine,july 04
shoebill,kansas,september 01
albatross,kentucky,july 23
shoebill,kansas,june 28
vulture,michigan,may 14
vulture,new york,september 05
bald eagle,missouri,august 03
stork,kansas,august 01
stork,maine,july 16
stork,new york,october 15
heron,new york,august 10
long-tailed duck,kentucky,june 02
long-tailed duck,kentucky,may 25
little grebe,new york,august 01
shoebill,kansas,july 03
long-tailed duck,maine,june 05
common teal,kentucky,july 08
heron,missouri,august 01
shoebill,missouri,may 27
long-tailed duck,new york,november 22
common teal,kansas,june 07
vulture,new york,october 18
little grebe,missouri,september 04
heron,michigan,august 25
flamingo,kansas,december 13
shoebill,new york,july 31
heron,michigan,august 09
vulture,missouri,august 09
shoebill,missouri,july 21
heron,kansas,july 17
flamingo,kentucky,june 02
